author,content
吕渭老,"策杖穿荒圃，登临笑晚风。
无穷秋色蔽晴空。
遥见夕阳江上、卷飞蓬。
雁过菰蒲远，山遥梦寐通。
一林枫叶堕愁红。
归去暮烟深处、听疏锺。"
仇远,"钗云垂耳未胜冠，私语别青鸾。
露帐银床，海棠睡足，偏称晚来看。
一年一梦青楼曲，香浅被池寒。
却听西风，小窗残雨，红叶满长安。"
吕渭老,"明眸巧笑。
坐久更宜灯烛照。
小醉辞归。
怀抱明明只自知。
琐窗重见。
桃李春风三月面。
怎不思量。
折柳孤吟断杀肠。"
周紫芝,"云踪老去浑无定，飘泊寒空。
又被东风。
吹过江南第几峰。
长安市上看花眼，不到衰翁。
好趁归鸿。
家在西岩碧桂丛。"
仇远,"舞褥行云衬步，歌纨片月生怀。
歌残舞罢花困软，凝情犹小徘徊。
髻滑频扶堕珥，裙低略露弓鞋。
当日凝香清燕，惯听八拍三台。
谢娘荀令都□老，匆匆好梦惊回。
闲指青衫旧泪，空连半股鸾钗。"
仲殊,"南徐好，鼓角乱云中。
金地浮山星雨点，铁城横锁瓮三重。
开国旧夸雄。
春过後，佳气荡晴空。
渌水画桥沽酒市，清江晚渡落花风。
千古夕阳红。"
曹组,"松竹翠萝寒，迟日江山暮。
幽径无人独自芳，此恨凭谁诉。
似共梅花语。
尚有寻芳侣。
著意闻时不肯香，香在无心处。"
蒋捷,（缺词文）（缺词文）（缺词文）（缺词文）（缺词文）
葛长庚,"桃花瘦。
寒食清明前後。
新燕子，禁得馀寒，风雨把人苦。
梅粒今如豆。
减却春光多少。
空自有，满树山茶，似语如愁卧晴昼。
幽人展襟袖。
惜莺花未老，江山如旧。
杜鹃声里同携手。
叹陌上芳草，堤边垂柳。
一春十病九因酒。
愁来独搔首。
豆蔻。
枝头小。
应可惜年华，孤负时候。
九十韶光那得久。
问芍药觅醉，牡丹索笑。
三万六千，能几度，君知否。"
向子,"推上百花如锦绣。
水满池塘，更作溅溅溜。
断送风光惟有酒。
苦吟不怕因诗瘦。
寻壑经丘长是久。
晚晚归来，稚子柴门候。
万事付之醒梦後。
眉头不为闲愁皱。"
陆游,"金鸭馀香尚暖，绿窗斜日偏明。
兰膏香染云鬟腻，钗坠滑无声。
冷落秋千伴侣，阑珊打马心情。
绣屏惊断潇湘梦，花外一声莺。"
沈瀛,"半世飘蓬，今何幸、得归乡曲。
却还似、重来燕子，认巢新屋。
好是秋晴风日美，饭香云子炊如玉。
念蟹螯、满把欲黄时，笋新绿。
仍更有，初开菊。
何妨更，重添竹。
与此君相对，且无荣辱。
待得吾庐三径就，此生素愿都齐足。
任三竿、红日上檐梢，眠方熟。"
李曾伯,"万里青天，西来後我，先我东归。
夜月鞭筹，春风幕府，鹗荐争推。
杯行到手休辞。
道秋菊、春兰有时。
若到松江，莫惊鸥鹭，记取坡词。"
晏几道,"花落未须悲。
红蕊明年又满枝。
惟有花间人别後，无期。
水阔山长雁字迟。
今日最相思。
记得攀条话别离。
共说春来春去事，多时。
一点愁心入翠眉。"
张,"翠袖怯春寒。
对雪偏宜傍彩阑。
弱骨丰肌无限韵，凭肩。
共看南窗玉数竿。
羔酒莫留残。
更觉娇随饮量宽。
小立妖娇何所似，风前。
柳絮飞时见牡丹。"
赵师侠,"木落千山瘦，风微一水澄。
清霜暖日快归程。
唤渡沙头、款款话离情。
傍岸渔舟集，横空雁字轻。
凭阑凝望眼增明。
一片潇湘、真个画难成。"
张孝祥,"恰则春来春又去。
凭谁说与春教住。
与问坐中人。
几回迎送春。
明年春更好。
只怕人先老。
春去有来时。
愿春长见伊。"
赵彦端,"青春背我堂堂去。
桃花乱落如红雨。
是妾断肠时。
芳心空自持。
相思君助取。
脉脉如牛女。
天远暮江迟。
今宵归不归。"
曹勋,"彩云闲。
正西瑶阿母，初驻非烟。
晓空吹静，暑气清度薰弦。
母仪万国，配帝德、直切天垣。
阴化从此俱宣。
六宫内壶，欣拜新班。
况是关雎咏懿美，奉东朝晨夕，甘旨芳鲜。
上膺慈训，下齐海宇均欢。
坤宁暇日，庆盛旦、且款芳筵。
永赞二圣当天。
雍和化洽，亿万斯年。"
向,"蕙怨兰愁，玉台羞对啼妆面。
懒匀香脸。
不放眉峰展。
幽恨谁知，锦字空传远。
何时见。
为郎肠断。
不似郎情浅。"
陈著,"好花天也多悭，放迟留做残春主。
丰肌弱骨，晴娇无奈，新妆相妒。
翠幕高张，玉阑低护，怕惊风雨。
记年时、多少诗朋酒伴，逢花醉、簪花舞。
那料无情光景，到如今、水流云去。
残枝剩叶，依依如梦，不堪相觑。
心事谁知，杜鹃饶舌，自能分诉。
日西斜，烟草凄凄，望断洛阳何处。"
侯置,"浅染霓裳，轻匀汉额，巫山行雨方还。
最好是、肌香蜡莹，萼嫩红乾。
曾见金钟在列，钧天罢、笋都间。
妖饶似，晓镜乍开，绿沁眉山。
休夸瘦枝疏影，湘裙窄、一钩龙麝随鞍。
便更做、山人倦赏，畏冷无欢。
争奈冰瓯彩笔，题诗处、珠斓斑。
清宵永，相对莫放杯寒。"
吴文英,"绿波碧草长堤色。
东风不管春狼藉。
鱼沫细痕圆。
燕泥花唾乾。
无情牵怨抑。
画舸红楼侧。
斜日起凭阑。
垂杨舞晓寒。"
方岳,"秋入西郊，律调夷则，韩堂风露清凉。
洞天昨夜，响动玉玎。
朱户银寰放钥，长庚梦、应诞星郎。
垂弧旦，飞五荚，簪履共称觞。
未施经济手，暂参雄府，公论声扬。
便好趁昌辰，入辅吾皇。
况是中兴启运，正当宁、梦想循良。
从兹去，万年佐主，福寿总无疆。"
周紫芝,"楼上寒深，江边雪满，楚台烟霭空。
一天飞絮，零乱点孤篷。
似我华颠雪领，浑无定、漂泊孤踪。
空凄黯，江天又晚，风袖倚蒙茸。
吾庐，犹记得，波横素练，玉做寒峰。
更短坡烟竹，声碎玲珑。
拟问山阴旧路，家何在、水远山重。
渔蓑冷，扁舟梦断，灯暗小窗中。"
魏了翁,"正秋阴盛处，忽荡起、一冰轮。
甚汉魏从前，才人胜士，断简残文。
都无一词赏玩，更拟将、美色似非伦。
此意谁能领会，自夸光景长新。
得阴多处倍精神。
俗眼转增明。
向大第高楼，痴儿呆女，脆竹繁。
此心到头未稳，莫古人、真不及今人。
坐看两仪消长，静观千古浇淳。"
京镗,"命驾访嵇，泛舟思戴，此兴甚浓。
料情侔杨恽，乌乌拊缶，意轻殷浩，咄咄书空。
莫讶群芳淹速异，到时序推排元自同。
休怅望，任春来桃李，秋後芙蓉。
因嗟锦城四载，漫赢得、齿豁头童。
叹里门密迩，易成间阔，诗筒频寄，难续新工。
我已怀归今得请，念此地迟回谁似公。
经济手，看鸾台凤阁，晚节收功。"
马子严,"池塘生春草。
数尽归鸿人未到。
天涯目断，青鸟尚赊音耗。
晓月频窥白玉堂，暮雨还湿青门道。
巢燕引雏，乳莺空老。
庭际香红倦扫。
乾鹊休来枝上嗓。
前回准拟同他，翻成病了。
欲题红叶凭谁寄，独抱孤桐无心挑。
眉间翠攒，鬓边霜早。"
向子,"几处秋千懒未收。
花梢柳外出纤柔。
霞衣轻举疑奔月，宝髻倾若坠楼。
争缥缈，斗风流。
蜂儿蛱蝶共嬉游。
朝朝暮暮春风里，落尽梨花未肯休。"
吴泳,"翠隐红藏春尚薄。
百花头上梅先觉。
清晓寒城闻画角。
云一握。
鸦翻诏墨天边落。
碧眼棱棱言谔谔。
谏书犹自留黄阁。
世事翻腾谁认错。
休话著。
绿尊且举鸬鹚杓。"
李流谦,"相知元早来何暮。
社燕送、秋鸿去。
春草春波愁目注。
酒香花韵，绮谭妍唱，怎不思量住。
虚无指点骑鲸路。
个是骚人不凡处。
画栋云飞帘卷雨。
风流千古，一时人物，好记尊前语。"
丘,"玳瑁宴中见绿珠。
淡然高韵胜施朱。
揉兰雾蔷薇浅，半露冰肌玉不如。
餐秀色，味肤腴。
轻红端合与为奴。
只愁宴罢翻成恨，赢得偏怜不似初。"
晁补之,"月上西窗，书帏静、灯明又减。
水漏涩、铜壶香炉，夜霜如雪。
睡眼不曾通夕闭，梦魂争得连宵接。
念碧云、川路古来长，无由越。
鸾钗重，青丝滑。
罗带缓，小腰怯。
伊多感那更，恨离伤别。
正是少年佳意气，渐当故里春时节。
归去来、莫教子规啼，芳菲歇。"
王之道,"水外山光淡欲无。
堤边草色翠如铺。
绿杨风软鸟相呼。
牛蒡叶齐罗翠扇，鹿黎花小隘真珠。
一声何处叫提壶。"
张元干,"露坐榕阴须痛饮，从渠叠鼓频催。
暮山新月两徘徊。
离愁秋水远，醉眼晓帆开。
泛宅浮家游戏去，流行坎止忘怀。
江边鸥鹭莫相猜。
上林消息好，鸿雁已归来。"
曹勋,"喜雨薰泛景，翠云低柳。
正凉生殿阁，梅润晓天，暑风时候。
应乘乾、彩虹流渚，惊电绕、璇霄枢斗。
大业辉光，益建火德，梯航四海尽奔走。
六府焕修，多方平定，寰宇歌元首。
凝九有。
三辰拱北，万邦孚佑。
对祥烟、霁色清和，凤韶九成仪昼。
听山声、响传呼舞，腾紫府、香浓金兽。
禁升平，慈闱燕适，衣共上玉觞酒。
齐奉舜图，南山同永，合殿备金奏。
祝圣寿。
圣寿无疆，两仪并久。"
向,"玉粉匀梅，曲尘浮柳，画檐迟日融融。
金猊喷麝，庭户转香风。
好是闲居戏彩，寿觞举、和满春容。
须知道，闺门孕秀，佳气在帘栊。
无穷。
观盛事，年年此会，拚醉金锺。
又何须、西池高宴仙宫。
尽把乔松□寿，兼大国、秦虢重封。
那堪更，门阑多喜，女婿近乘龙。"
李弥逊,"楚天木落，际平芜千里，寒霜凝碧。
鄂渚波横何处是，当日孙郎赤壁。
黄耳音稀，白云望远，又见春消息。
嘉辰长记，谢池梅蕊初摘。
遥想黄鹤楼高，兰阶丝管沸，传觞如织。
倦客心驰归路绕，不及南飞双翼。
固著斑衣，重翻锦字，寄远供新拍。
明年欢侍，寿期应献千百。"
夏元鼎,"太极才分，鸿凿破，云收雾开。
见曦魂蟾魄，升沈昼夜，光含万象，机应丹台。
火里栽莲，水中捉月，两个人人暗去来。
鹊桥畔，任传神送气，巽户轰雷。
微哉。
火候休猜。
无师授徒劳颜闵材。
问从头下手，收因结果，争魂夺命，何处胚胎。
小法旁门，幸勤一世，谩道修真不惹埃。
争如我，水晶宫里，独步琼阶。"
王炎2,"试问休官林下去，何人得似高年。
壶中不记岁时迁。
吹箫新有伴，餐玉共求仙。
有客尊前曾得见，月眉云鬓娟娟。
断肠刺史独无眠。
谁能闻一曲，偷向笛中传。"
陈亮,"钱王霸图成时，多应是百年遗树。
羞将高古，为渠遮映，鱼盐调度。
且向空山，趁时多事，四垂盘踞。
算兴衰坐阅，权奇磊块，世间□，□斤斧。
又见当天明圣，便弹丸、也难分土。
一番整顿，旧家草木，新来雨露。
铁石心肠，叫龙根干，亭亭天柱。
纵茯苓下结，茑萝高际，怎堪攀附。"
张抡,"闲中一戋瓮头春。
养气又颐神。
莫教大段沈醉，只好带微醺。
心自适，体还淳。
乐吾真。
此怀何似，兀兀陶陶，太古天民。"
赵长卿,"淅淅蓼花风，怪道晓来凄恻。
翻见密云抛雨，动一山秋色。
从前多感为伤时，无处顿然寂。
个事已寒前约，只晚阴凝碧。"
晏几道,"玉真能唱朱帘静。
忆在双莲池上听。
百分蕉叶醉如泥，却向断肠声里醒。
夜凉水月铺明镜。
更看娇花闲弄影。
曲终人意似流波，休问心期何处定。"
陈德武,"对江云日暮，又那更、夜如年。
见霜满晴空，山衔星斗，月挂城垣。
知心故人间阻，几何时、尊酒会多贤。
冷落巴山夜雨，凄凉剡水寒船。
孱容羞睹镜中研。
远水与天连。
怪梦有馀甜，酒无好味，诗不成篇。
刀圭解生毛羽，向晨风、飞傍彩云边。
报道东君到也，一枝春信先传。"
贺铸,"闲把琵琶旧谱寻。
四弦声怨却沈吟。
燕飞人静画堂深。
欹枕有时成雨梦，隔帘无处说春心。
一从灯夜到如今。"
向,"离愁万斛。
春思难拘束。
瘦尽玉肌清彻骨。
蹙损两眉秀绿。
画屏罗幌输君。
文鳞锦翼尤勤。
长记酒醒香冷，笑将髻子隈人。"
汪莘,"青女催人两鬓霜。
自白酒作重阳。
方壶老子莫凄凉。
天地两三胡蝶梦，古今多少菊花香。
只将破帽送秋光。"
张炎,"竹多尘自扫。
幽通径曲，禅房深窈。
空翠吹衣，坐对闲云舒啸。
寒木犹悬故叶，又过了、一番残照。
经院悄。
诗梦正迷，独怜衰草。
幽趣尽属闲僧，浑未识人间，落花啼鸟。
呼酒凭高，莫问四愁三笑。
可惜秦山晋水，甚却向、此时登眺。
清趣少。
那更好游人老。"
刘辰翁,"红乾色无光霁。
须是鲜鲜翠。
け然一点系裙腰。
不著人间金屋、恐难销。
英英肯似焉支贵。
漫脱红霞帔。
落时且勿尘泥。
留向天台洞口、泛吾诗。"
李曾伯,"黄旗吉语飞来，胡儿已落将军手。
吾皇神武，一新城郭，断谟天授。
铁骑才临，雕戈竞逐，击蛇先首。
快风驱雨洗，江空谷静，淮淝上、似之否。
此事老臣何有。
想捷传、延英方昼。
玉颜应笑，金瓯堪保，贺声交口。
吾责免夫，吾归可矣，萧然一叟。
把功名，分付诸公，聊自尝酒盈斗。"
赵长卿,"人随社节去匆匆。
此恨几时穷。
阳台寂寞，巫山凄惨，云雨成空。
芭蕉密处窗儿下，冷落旧香中。
黄昏静也，蛩声满院，明月清风。"
史浩,"瑞烟笼绣幕。
正玳席欢燕，觥筹交错。
高情动寥廓。
恣清谈雄辩，珠玑频落。
锵锵妙乐。
且赢取、升平快乐。
又何辞、醉玉颓山，是处有人扶著。
追念抟风微利，画饼浮名，久成离索。
输忠素约。
没材具，漫担阁。
怅良辰美景，花前月下，空把欢游蹉却。
到如今、对酒当歌，怎休领略。"
方千里,"花骢纵策，制泪掩斜扉。
玉炉细袅，鸳被半闲，萧瑟罗帏。
银漏声，那更杂、疏疏雨里，此时怀抱谁知。
恨凄其。
西窗自剪寒花，沈吟暗数归期。
最爱深情密意，无限当年，往复诗辞。
千万纸。
甚近日、人来字渐稀。"
姚勉,"忆昔东坡，秀夺眉山，生丙子年。
盖丙离子坎，四方中气，宜当此岁，间出英贤。
河岳重灵，星辰再孕，来自赤城中洞天。
新秋霁，萃一襟爽气，风露澄鲜。
玉阶同听胪传。
伴宝马如龙丝袅鞭。
正椿庭未老，同跻荣路，萼楼争耀，相照魁躔。
即似坡公，金莲夜对，身作玉堂云雾仙。
怜同岁，但乞如梦得，分买山钱。"
蒋捷,"晴浦溶溶明断霞。
楼台摇影处，是谁家。
银红裙裥皱宫纱。
风前坐，闲斗郁金芽。
人散树啼鸦。
粉团黏不住，旧繁华。
双龙尾上月痕斜。
而今照，冷淡白菱花。"
韩元吉,"倦客怕离歌。
春已无多。
闲愁须倩酒消磨。
风雨才晴今夜月，不醉如何。
玉笋滟金荷。
情在双蛾。
二年能得几经过。
花满碧蹊归棹远，回首烟波。"
晁补之,"萱草戎葵，松菊堂深犹畏暑，晚云催雨霭帘栊。
满楼风。
池莲翻倒小莲红。
看扫鉴、天清似水，一轮明月却当空。
画栏中。"
朱敦儒,"登临何处自销忧。
直北看扬州。
朱雀桥边晚市，石头城下新秋。
昔人何在，悲凉故国，寂寞潮头。
个是一场春梦，长江不住东流。"
杨炎正,"风光开旧眼。
正梅雪初消，柳丝新染。
楼台竞装点。
照金荷十里，珠帘齐卷。
湘弦楚管。
动香风、旌旗影转。
望云间，一点台星飞下，洞天清晚。
争看。
袖红围坐，舞翠回春，笑歌生暖。
欢声正远。
嬉游意，未容懒。
恐丝纶趣召，清都仙伯，归去朝天夜半。
倩邦人、挽取遨头，醉扶玉腕。"
